id,text,annotation,prompt_id,prompt,temperature,ka_mean,ka_lower,ka_upper
9,"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.",0,4,"Considering the economic content of this British manifesto excerpt, would you call it left-leaning or right-leaning? Respond with 0 for left-wing, or 1 for right-wing.",2.0,0.6180247410683005,-0.10000000000000009,1.0
10,"As the other major parties are committed to joining the euro, only the Conservatives can make this pledge.",1,4,"Considering the economic content of this British manifesto excerpt, would you call it left-leaning or right-leaning? Respond with 0 for left-wing, or 1 for right-wing.",2.0,0.6180247410683005,-0.10000000000000009,1.0
11,All lone parents will be invited to employment interviews to help them seek employment opportunities.,0,4,"Considering the economic content of this British manifesto excerpt, would you call it left-leaning or right-leaning? Respond with 0 for left-wing, or 1 for right-wing.",2.0,0.6180247410683005,-0.10000000000000009,1.0
12,OPPORTUNITY FOR ALL. Conservatives believe that high standards in education and training are the key to personal opportunity and national success.,0,4,"Considering the economic content of this British manifesto excerpt, would you call it left-leaning or right-leaning? Respond with 0 for left-wing, or 1 for right-wing.",2.0,0.6180247410683005,-0.10000000000000009,1.0
13,We are pledged to measures to enable our fishermen to take full advantage of all their opportunities and to improve and modernise their boats.,0,4,"Considering the economic content of this British manifesto excerpt, would you call it left-leaning or right-leaning? Respond with 0 for left-wing, or 1 for right-wing.",2.0,0.6180247410683005,-0.10000000000000009,1.0
14,"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",0,4,"Considering the economic content of this British manifesto excerpt, would you call it left-leaning or right-leaning? Respond with 0 for left-wing, or 1 for right-wing.",2.0,0.6180247410683005,-0.10000000000000009,1.0
0,"We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms.",1,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
1,"To ensure Britain's infrastructure needs are properly resourced, we will work in partnership with the private sector, reforming the regulation of energy to improve incentives for the private sector to invest.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
2,"We will increase the amount of income which people can receive before they start to pay income tax by £200 per year to £4,245.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
3,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.",1,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
4,"Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chances, to make real choices.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
5,"Tax fairness for everyone. Under a Liberal Democrat government, you will not have to pay any income tax on the first £10,000 you earn.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
6,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
7,We have said that Private Finance Initiative (PFI) should not be delivered at the expense of the pay and conditions of the staff employed in these schemes.,0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
8,"Investing in enterprise. Small business, enterprise and self-employment are the engine of a modern dynamic economy and a vital source of new jobs and growth.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
9,"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
10,"As the other major parties are committed to joining the euro, only the Conservatives can make this pledge.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
11,All lone parents will be invited to employment interviews to help them seek employment opportunities.,0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
12,OPPORTUNITY FOR ALL. Conservatives believe that high standards in education and training are the key to personal opportunity and national success.,0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
13,We are pledged to measures to enable our fishermen to take full advantage of all their opportunities and to improve and modernise their boats.,0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
14,"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",0,9,"How would you characterize the economic angle here -- more left-wing or more right-wing? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
0,"We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms.",1,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
1,"To ensure Britain's infrastructure needs are properly resourced, we will work in partnership with the private sector, reforming the regulation of energy to improve incentives for the private sector to invest.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
2,"We will increase the amount of income which people can receive before they start to pay income tax by £200 per year to £4,245.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
3,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.",1,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
4,"Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chances, to make real choices.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
5,"Tax fairness for everyone. Under a Liberal Democrat government, you will not have to pay any income tax on the first £10,000 you earn.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
6,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
7,We have said that Private Finance Initiative (PFI) should not be delivered at the expense of the pay and conditions of the staff employed in these schemes.,0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
8,"Investing in enterprise. Small business, enterprise and self-employment are the engine of a modern dynamic economy and a vital source of new jobs and growth.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
9,"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
10,"As the other major parties are committed to joining the euro, only the Conservatives can make this pledge.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
11,All lone parents will be invited to employment interviews to help them seek employment opportunities.,0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
12,OPPORTUNITY FOR ALL. Conservatives believe that high standards in education and training are the key to personal opportunity and national success.,0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
13,We are pledged to measures to enable our fishermen to take full advantage of all their opportunities and to improve and modernise their boats.,0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
14,"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",0,10,"Based on this manifesto snippet, does the economic thinking lean left or right? Respond with 0 for left-wing, or 1 for right-wing.",3.0,1.0,1.0,1.0
0,"We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms.",1,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
1,"To ensure Britain's infrastructure needs are properly resourced, we will work in partnership with the private sector, reforming the regulation of energy to improve incentives for the private sector to invest.",1,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
2,"We will increase the amount of income which people can receive before they start to pay income tax by £200 per year to £4,245.",0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
3,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.",1,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
4,"Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chances, to make real choices.",0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
5,"Tax fairness for everyone. Under a Liberal Democrat government, you will not have to pay any income tax on the first £10,000 you earn.",0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
6,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
7,We have said that Private Finance Initiative (PFI) should not be delivered at the expense of the pay and conditions of the staff employed in these schemes.,0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
8,"Investing in enterprise. Small business, enterprise and self-employment are the engine of a modern dynamic economy and a vital source of new jobs and growth.",0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
9,"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.",0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
10,"As the other major parties are committed to joining the euro, only the Conservatives can make this pledge.",1,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
11,All lone parents will be invited to employment interviews to help them seek employment opportunities.,0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
12,OPPORTUNITY FOR ALL. Conservatives believe that high standards in education and training are the key to personal opportunity and national success.,0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
13,We are pledged to measures to enable our fishermen to take full advantage of all their opportunities and to improve and modernise their boats.,0,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
14,"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",1,5,"What's the vibe of this text -- left or right, economically speaking? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
0,"We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms.",1,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
1,"To ensure Britain's infrastructure needs are properly resourced, we will work in partnership with the private sector, reforming the regulation of energy to improve incentives for the private sector to invest.",0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
2,"We will increase the amount of income which people can receive before they start to pay income tax by £200 per year to £4,245.",0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
3,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.",1,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
4,"Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chances, to make real choices.",0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
5,"Tax fairness for everyone. Under a Liberal Democrat government, you will not have to pay any income tax on the first £10,000 you earn.",0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
6,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
7,We have said that Private Finance Initiative (PFI) should not be delivered at the expense of the pay and conditions of the staff employed in these schemes.,0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
8,"Investing in enterprise. Small business, enterprise and self-employment are the engine of a modern dynamic economy and a vital source of new jobs and growth.",0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
9,"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.",0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
10,"As the other major parties are committed to joining the euro, only the Conservatives can make this pledge.",1,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
11,All lone parents will be invited to employment interviews to help them seek employment opportunities.,0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
12,OPPORTUNITY FOR ALL. Conservatives believe that high standards in education and training are the key to personal opportunity and national success.,0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
13,We are pledged to measures to enable our fishermen to take full advantage of all their opportunities and to improve and modernise their boats.,0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
14,"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",0,6,"Politically, does this feel more like a left-wing or right-wing thing to say about the economy? Respond with 0 for left-wing, or 1 for right-wing.",4.0,0.6119750510691185,-0.10000000000000009,1.0
0,"We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms.",1,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
1,"To ensure Britain's infrastructure needs are properly resourced, we will work in partnership with the private sector, reforming the regulation of energy to improve incentives for the private sector to invest.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
2,"We will increase the amount of income which people can receive before they start to pay income tax by £200 per year to £4,245.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
3,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
4,"Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chances, to make real choices.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
5,"Tax fairness for everyone. Under a Liberal Democrat government, you will not have to pay any income tax on the first £10,000 you earn.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
6,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
7,We have said that Private Finance Initiative (PFI) should not be delivered at the expense of the pay and conditions of the staff employed in these schemes.,0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
8,"Investing in enterprise. Small business, enterprise and self-employment are the engine of a modern dynamic economy and a vital source of new jobs and growth.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
9,"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
10,"As the other major parties are committed to joining the euro, only the Conservatives can make this pledge.",1,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
11,All lone parents will be invited to employment interviews to help them seek employment opportunities.,0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
12,OPPORTUNITY FOR ALL. Conservatives believe that high standards in education and training are the key to personal opportunity and national success.,0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
13,We are pledged to measures to enable our fishermen to take full advantage of all their opportunities and to improve and modernise their boats.,0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
14,"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",0,11,"Left or right? Just vibes, economically. Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
0,"We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
1,"To ensure Britain's infrastructure needs are properly resourced, we will work in partnership with the private sector, reforming the regulation of energy to improve incentives for the private sector to invest.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
2,"We will increase the amount of income which people can receive before they start to pay income tax by £200 per year to £4,245.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
3,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.",1,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
4,"Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chances, to make real choices.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
5,"Tax fairness for everyone. Under a Liberal Democrat government, you will not have to pay any income tax on the first £10,000 you earn.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
6,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
7,We have said that Private Finance Initiative (PFI) should not be delivered at the expense of the pay and conditions of the staff employed in these schemes.,0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
8,"Investing in enterprise. Small business, enterprise and self-employment are the engine of a modern dynamic economy and a vital source of new jobs and growth.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
9,"Central Government should inform taxpayers of the ways in which their money is raised and spent, just as local councils now do.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
10,"As the other major parties are committed to joining the euro, only the Conservatives can make this pledge.",1,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
11,All lone parents will be invited to employment interviews to help them seek employment opportunities.,0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
12,OPPORTUNITY FOR ALL. Conservatives believe that high standards in education and training are the key to personal opportunity and national success.,0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
13,We are pledged to measures to enable our fishermen to take full advantage of all their opportunities and to improve and modernise their boats.,0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
14,"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",0,12,"Sounds more lefty or righty to you, money-wise? Respond with 0 for left-wing, or 1 for right-wing.",5.0,0.313683274562327,-0.10000000000000009,1.0
